Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
15795,0.6990923818599891,-0.41870484080644893,-1.6315008213841646,0.353392837596908,0.06317922755651637,-0.39581562010266425,-1.1521693795200187,1.225258737089015,-0.6488521834098897,1.0832128219319013,2.840886393001498,0.8134071178865006,0.6272912012854633,1.0572344046841624,0.6483060427012107,0.07048609225891711,-0.3067536641615389,-1.4344157588479596,0.992673054368966,0.5596990642209763,0.13526840910267549,-0.2872842252900032,-1.4183675997648457,1.0034130501783403,-2.2286801844253534,0.1750476832688515,0.07969195998551978,0.41283044569646227,711.1232961549275,1
860,0.5998966337110059,1.4549278083256665,1.580954294903202,1.3931599690897811,1.310384702169971,1.3672728062820825,0.17803073467937236,0.13348674544266484,0.3769089416264014,-0.5639478631114292,1.6337010173475504,1.2223490670731079,1.1116985356441071,0.4317035652378986,0.3734331727607925,0.45106488163755687,1.0646711244368772,0.4197153887313245,1.0572405997871053,1.160258474608265,-2.3951362189992564,1.029091136687324,0.24777470188585066,3.1011867176830172,1.8954210067871966,-0.46815122403571874,1.0145604493579286,-0.7127537897078842,536.3085347542524,1
76820,-0.481248133823506,0.3715938304865265,-1.4371667607422924,-1.2259333649842028,-0.6044916087800484,-0.09602740531935337,0.12310608458760919,1.2686210246032084,1.10501843885161,-0.44332077027619093,-1.6029075617983968,-0.3303380496024384,-1.0243973746041786,-0.5750877867928851,0.6212122989745048,0.4707904439669705,0.9705024945362163,0.17478482580652052,-0.39707302428463814,-0.3467541141524911,0.2216413718030646,0.04143218195699237,1.0295428779577755,1.2083479018809355,-2.3849463810234943,-1.1027240394794329,-0.0844623539595969,0.41716602982283835,898.0678571732823,1
54886,-2.093794004035063,-0.11839790054622924,-1.222237797075564,0.7860906407411105,-0.04880958810536863,-1.2722947346239852,0.9243342829917818,-0.9757745073909543,2.1857798122711674,-0.16093635479906948,-0.7841636049283146,-0.21658478976506132,-0.4809273067109868,1.115511691428727,-0.5737042698896249,-0.36361955713297156,-0.6485724296954335,-0.6038845439405806,1.54436921590882,1.4370258981347397,-1.732859642940349,-1.2843077317850848,-1.6968080880927259,0.16285932461922356,-1.260911135676816,-0.41868006380503087,0.18068705853237874,-0.11065268295254835,810.5824338105409,1
6265,-0.42004746462751613,-0.22500590337037538,-1.0224353795457661,-0.06322345648295893,0.36848360333699565,-0.1116023308429013,-0.44373551486049023,0.9089598292281312,1.9586547683670905,2.13820904755154,-1.0381581070413235,1.4934742134730048,0.23049540508972294,-0.462190715847827,-0.706919785905962,-0.5424993063877285,0.09991984772490084,1.825537038023988,1.3055220583513327,-1.7200149493993497,-0.28639848150095626,-1.4019604672402262,1.0033955076470287,-0.5158187306290744,-1.7526470161326217,-0.44044834665101457,1.865921240612676,-0.16892227156168274,322.4711128461346,0
82386,0.13920411095681615,1.207592170430262,2.0799459236905222,-1.5215276533923126,-0.1795104627415118,-0.7710174183652497,1.194922134864996,0.45939041632785355,0.1437694823160094,1.3181053604970665,0.6456296045090557,2.1189751469180984,-0.5020398768122603,-1.5984961200839993,1.2719087807381573,1.536686415622371,0.498467322614065,-1.2392874673043803,0.24122796394240045,1.0774375455856713,-0.5014150469084983,-0.41599752891759345,-0.9032059231283659,-0.9250837432291323,0.24304914034685124,0.851618968732709,-0.43883549858763393,-0.12528291791081395,505.8046230176674,0
37194,0.0018136111946762308,0.23048721460350308,0.4933833004115225,0.18158684594879002,0.9530241471452359,0.3336790599453971,-0.5402530033357673,0.23309265251478709,-0.48422688148195236,0.13234769950874692,0.5711580368167886,0.02943565756810758,0.5709119838078217,-1.5953245414355781,0.8286393794248759,-2.4891278048023238,0.4331844114066636,-0.6243376512561662,-0.6589514432671091,1.1472056875763101,-1.078732899200186,0.8344010299778987,0.6489310560329222,0.1506453788187591,-0.018197047531609462,-1.6489845580494338,-0.28515227035343604,0.7054000299739952,750.5149276387741,1
87498,0.7559352817916524,0.4323087311907701,0.9654079744353802,1.7091612329782118,-2.207563725290266,0.020545378887715026,-1.345831784542422,0.44473223416311725,0.9231222677708861,0.2544017716507839,0.5634519323954991,-1.1582143470889743,0.49793288748393594,-0.2010681464246827,-0.746273021631104,-0.7413033689372526,0.4254826830634316,-1.120691582383748,-1.1658518220320357,-0.7744703760540411,0.8431672040012158,1.4029769447946399,0.5789492039018337,0.9683065132599682,0.7949191942627345,1.470714889966858,1.2034884254283431,-0.34289038161196994,193.20012747839166,0
44131,1.9335426294299916,0.5410018726036289,0.1961675455787285,-1.120422659911617,2.42240553878994,0.5432966640822907,-1.1322827554772812,-0.960738878335462,-0.5435929237236573,0.634903811584933,-1.6299094594989507,-0.47060215492455837,0.4792953561910662,0.10304156577138852,-1.8787239596779863,-0.20378252140990608,-1.112074818376736,2.0413160322592208,0.37754566144911406,-1.4506361759769153,-1.1239758598967553,-1.5907649969361928,-0.2066434484485968,-0.67458245220825,-0.08846428163418486,1.5255954175550697,-0.956826881984917,-1.1199468618264232,31.597729817583353,1
60263,0.4138748372508074,0.1329361852226909,-0.6018872112012336,-0.1099377153701835,0.8577746069951621,-1.2179236267651126,-0.06241153913561554,-1.1967468099250227,-0.7620952849456515,2.391554820991459,-0.6380915466050493,1.033015744469201,1.4596672333042642,0.9556292730487395,-0.7255155484803173,0.559951427319347,-1.1714840885478104,1.3522441416460782,1.4645125710568294,-0.23216740455974333,-0.5229368893874647,0.37235246447005904,0.029872934561497446,2.56426017755055,1.2251002924679368,-0.6410038025236957,1.3153742427340387,0.06716899623437692,852.3045263082838,0
